epoch,step,train_acc,train_aon,train_loss,train_mvc_s,val_acc,val_aon,val_loss,val_mvc_s
0,49,0.699999988079071,0.0,0.4877402186393738,1.0,,,,
0,99,0.800000011920929,0.0,0.39941519498825073,2.0,,,,
0,149,0.699999988079071,0.0,0.5816337466239929,1.0,,,,
0,199,0.699999988079071,0.0,0.5958500504493713,9.0,,,,
0,249,0.800000011920929,0.0,0.3843153119087219,2.0,,,,
0,299,0.800000011920929,0.0,0.4880746304988861,2.0,,,,
0,349,1.0,1.0,0.17127549648284912,0.0,,,,
0,399,1.0,1.0,0.11252523958683014,0.0,,,,
0,449,1.0,1.0,0.2232368439435959,2.0,,,,
0,499,1.0,1.0,0.24829144775867462,2.0,,,,
0,549,0.8999999761581421,0.0,0.26965388655662537,1.0,,,,
0,599,0.800000011920929,0.0,0.512820303440094,2.0,,,,
0,649,0.800000011920929,0.0,0.3484407365322113,2.0,,,,
0,699,0.800000011920929,0.0,0.40220707654953003,0.0,,,,
0,749,1.0,1.0,0.1967107504606247,6.0,,,,
0,799,0.699999988079071,0.0,0.7150998711585999,17.0,,,,
0,849,0.8999999761581421,0.0,0.36057421565055847,1.0,,,,
0,899,0.699999988079071,0.0,0.5605076551437378,3.0,,,,
0,949,0.800000011920929,0.0,0.23500266671180725,2.0,,,,
0,999,0.8999999761581421,0.0,0.28216123580932617,1.0,,,,
0,1049,0.800000011920929,0.0,0.4006817936897278,2.0,,,,
0,1099,0.6000000238418579,0.0,0.83050137758255,2.0,,,,
0,1149,0.8999999761581421,0.0,0.3812946677207947,1.0,,,,
0,1199,0.800000011920929,0.0,0.3260335922241211,0.0,,,,
0,1249,0.699999988079071,0.0,0.5404099822044373,1.0,,,,
0,1299,0.800000011920929,0.0,0.38732683658599854,2.0,,,,
0,1349,0.699999988079071,0.0,0.5270240306854248,1.0,,,,
0,1399,0.6000000238418579,0.0,0.4012104868888855,4.0,,,,
0,1449,0.6000000238418579,0.0,0.6864824891090393,4.0,,,,
0,1499,0.6000000238418579,0.0,0.5935401916503906,2.0,,,,
0,1549,1.0,1.0,0.29758143424987793,4.0,,,,
0,1599,0.8999999761581421,0.0,0.29264795780181885,0.0,,,,
0,1649,0.699999988079071,0.0,0.5349980592727661,7.0,,,,
0,1699,0.699999988079071,0.0,0.45128074288368225,1.0,,,,
0,1749,1.0,1.0,0.20045721530914307,0.0,,,,
0,1799,0.6000000238418579,0.0,0.5078598856925964,2.0,,,,
0,1849,1.0,1.0,0.2369885891675949,0.0,,,,
0,1899,0.800000011920929,0.0,0.4291875958442688,2.0,,,,
0,1949,0.699999988079071,0.0,0.4662081301212311,1.0,,,,
0,1999,0.8999999761581421,0.0,0.11803611367940903,1.0,,,,
0,2049,0.800000011920929,0.0,0.3717580735683441,0.0,,,,
0,2099,0.8999999761581421,0.0,0.503883957862854,1.0,,,,
0,2149,0.699999988079071,0.0,0.46400490403175354,3.0,,,,
0,2199,0.5,0.0,0.5157966613769531,1.0,,,,
0,2249,0.800000011920929,0.0,0.5050386190414429,0.0,,,,
0,2299,0.5,0.0,0.6570659875869751,3.0,,,,
0,2349,0.5,0.0,0.7514653205871582,1.0,,,,
0,2399,0.699999988079071,0.0,0.4646565318107605,1.0,,,,
0,2449,1.0,1.0,0.3308163285255432,2.0,,,,
0,2499,0.800000011920929,0.0,0.4803633689880371,12.0,,,,
0,2549,0.6000000238418579,0.0,0.5699784755706787,10.0,,,,
0,2599,0.6000000238418579,0.0,0.776897668838501,0.0,,,,
0,2649,0.6000000238418579,0.0,0.48113054037094116,10.0,,,,
0,2699,0.8999999761581421,0.0,0.3958335518836975,1.0,,,,
0,2749,0.699999988079071,0.0,0.5440858602523804,13.0,,,,
0,2799,0.800000011920929,0.0,0.4488111138343811,0.0,,,,
0,2849,0.8999999761581421,0.0,0.365795761346817,1.0,,,,
0,2899,0.699999988079071,0.0,0.4913637042045593,1.0,,,,
0,2949,0.8999999761581421,0.0,0.39476633071899414,7.0,,,,
0,2999,0.8999999761581421,0.0,0.24023421108722687,11.0,,,,
0,3049,0.5,0.0,0.6172616481781006,5.0,,,,
0,3099,0.5,0.0,0.6775369644165039,1.0,,,,
0,3149,0.8999999761581421,0.0,0.4004010260105133,1.0,,,,
0,3199,0.699999988079071,0.0,0.6846702694892883,1.0,,,,
0,3249,0.699999988079071,0.0,0.5123855471611023,3.0,,,,
0,3299,0.5,0.0,0.6261308789253235,1.0,,,,
0,3349,0.8999999761581421,0.0,0.24938258528709412,15.0,,,,
0,3399,0.699999988079071,0.0,0.45929470658302307,3.0,,,,
