epoch,step,test_acc,test_aon,train_acc,train_aon,train_loss,val_acc,val_aon,val_loss
0,49,,,0.800000011920929,0.0,0.41358646750450134,,,
0,99,,,0.8999999761581421,0.0,0.30498379468917847,,,
0,149,,,0.699999988079071,0.0,0.5477961897850037,,,
0,199,,,0.800000011920929,0.0,0.29413241147994995,,,
0,249,,,1.0,1.0,0.2743026614189148,,,
0,299,,,1.0,1.0,0.23755379021167755,,,
0,349,,,0.699999988079071,0.0,0.5762125849723816,,,
0,399,,,0.800000011920929,0.0,0.3698433041572571,,,
0,449,,,0.800000011920929,0.0,0.39622682332992554,,,
0,499,,,1.0,1.0,0.26621323823928833,,,
0,549,,,0.800000011920929,0.0,0.3499904274940491,,,
0,599,,,0.699999988079071,0.0,0.4935089945793152,,,
0,649,,,0.699999988079071,0.0,0.48338937759399414,,,
0,699,,,0.8999999761581421,0.0,0.3202509880065918,,,
0,749,,,0.699999988079071,0.0,0.7055497169494629,,,
0,799,,,0.6000000238418579,0.0,0.8248234987258911,,,
0,849,,,0.8999999761581421,0.0,0.38474538922309875,,,
0,899,,,0.5,0.0,0.6903175711631775,,,
0,949,,,0.8999999761581421,0.0,0.24980564415454865,,,
0,999,,,0.800000011920929,0.0,0.3531222343444824,,,
0,1049,,,1.0,1.0,0.2819601595401764,,,
0,1099,,,0.699999988079071,0.0,0.5699409246444702,,,
0,1149,,,0.800000011920929,0.0,0.4967355728149414,,,
0,1199,,,1.0,1.0,0.16032375395298004,,,
0,1249,,,0.699999988079071,0.0,0.632081151008606,,,
0,1299,,,0.699999988079071,0.0,0.6605280637741089,,,
0,1349,,,0.800000011920929,0.0,0.43693047761917114,,,
0,1399,,,0.800000011920929,0.0,0.4320286810398102,,,
0,1449,,,0.6000000238418579,0.0,0.7656940221786499,,,
0,1499,,,0.5,0.0,0.7782082557678223,,,
0,1549,,,0.699999988079071,0.0,0.45916658639907837,,,
0,1599,,,0.8999999761581421,0.0,0.3261224627494812,,,
0,1649,,,0.800000011920929,0.0,0.35835614800453186,,,
0,1699,,,0.800000011920929,0.0,0.36789819598197937,,,
0,1749,,,0.6000000238418579,0.0,0.6845961213111877,,,
0,1799,,,0.800000011920929,0.0,0.3443419337272644,,,
0,1849,,,1.0,1.0,0.16819608211517334,,,
