epoch,step,train_acc,train_aon,train_loss,train_mvc_s,val_acc,val_aon,val_loss,val_mvc_s
0,49,0.800000011920929,0.0,0.44680824875831604,0.0,,,,
0,99,1.0,1.0,0.14234492182731628,16.0,,,,
0,149,0.5,0.0,0.7294573783874512,3.0,,,,
0,199,0.699999988079071,0.0,0.4358273148536682,13.0,,,,
0,249,0.8999999761581421,0.0,0.3064778447151184,1.0,,,,
0,299,0.800000011920929,0.0,0.3976711332798004,4.0,,,,
0,349,0.800000011920929,0.0,0.3572520315647125,2.0,,,,
0,399,0.800000011920929,0.0,0.36357444524765015,0.0,,,,
0,449,0.699999988079071,0.0,0.6930593252182007,1.0,,,,
0,499,1.0,1.0,0.21428653597831726,0.0,,,,
0,549,1.0,1.0,0.1048947423696518,0.0,,,,
0,599,0.800000011920929,0.0,0.45129522681236267,2.0,,,,
0,649,0.800000011920929,0.0,0.47179609537124634,2.0,,,,
0,699,0.6000000238418579,0.0,0.6379562616348267,0.0,,,,
0,749,0.699999988079071,0.0,0.5822335481643677,13.0,,,,
0,799,0.800000011920929,0.0,0.5471367835998535,2.0,,,,
0,849,0.6000000238418579,0.0,0.5618666410446167,8.0,,,,
0,899,0.8999999761581421,0.0,0.3459061086177826,1.0,,,,
0,949,0.4000000059604645,0.0,0.7817786931991577,2.0,,,,
0,999,0.8999999761581421,0.0,0.330355167388916,3.0,,,,
0,1049,1.0,1.0,0.1617843210697174,0.0,,,,
0,1099,1.0,1.0,0.18708935379981995,0.0,,,,
0,1149,0.800000011920929,0.0,0.3751102387905121,2.0,,,,
0,1199,0.5,0.0,0.7113706469535828,3.0,,,,
0,1249,0.800000011920929,0.0,0.39593157172203064,2.0,,,,
0,1299,0.8999999761581421,0.0,0.47906550765037537,11.0,,,,
0,1349,0.800000011920929,0.0,0.7151255011558533,0.0,,,,
0,1399,0.8999999761581421,0.0,0.4582371115684509,1.0,,,,
0,1449,0.699999988079071,0.0,0.5212234258651733,-1.0,,,,
0,1499,0.6000000238418579,0.0,0.5947421789169312,2.0,,,,
0,1549,0.8999999761581421,0.0,0.34438756108283997,1.0,,,,
0,1599,1.0,1.0,0.22528398036956787,0.0,,,,
0,1649,0.699999988079071,0.0,0.5993729829788208,7.0,,,,
0,1699,0.699999988079071,0.0,0.5240656733512878,1.0,,,,
0,1749,1.0,1.0,0.15669962763786316,0.0,,,,
0,1799,1.0,1.0,0.15453152358531952,0.0,,,,
0,1849,0.8999999761581421,0.0,0.47878846526145935,-1.0,,,,
0,1899,0.800000011920929,0.0,0.5452629923820496,0.0,,,,
0,1949,0.800000011920929,0.0,0.2912956476211548,6.0,,,,
0,1999,1.0,1.0,0.2580041289329529,0.0,,,,
0,2049,0.5,0.0,0.666445255279541,3.0,,,,
0,2099,0.8999999761581421,0.0,0.3611503541469574,1.0,,,,
0,2149,0.8999999761581421,0.0,0.25280100107192993,13.0,,,,
0,2199,0.5,0.0,0.7831215858459473,3.0,,,,
0,2249,1.0,1.0,0.26091086864471436,0.0,,,,
0,2299,1.0,1.0,0.18979783356189728,0.0,,,,
0,2349,0.8999999761581421,0.0,0.26604923605918884,1.0,,,,
0,2399,0.8999999761581421,0.0,0.25760239362716675,1.0,,,,
0,2449,0.8999999761581421,0.0,0.34889471530914307,1.0,,,,
0,2499,1.0,1.0,0.12114612758159637,0.0,,,,
0,2549,0.8999999761581421,0.0,0.3612426817417145,1.0,,,,
0,2599,1.0,1.0,0.15730302035808563,0.0,,,,
0,2649,0.6000000238418579,0.0,0.6390724778175354,2.0,,,,
0,2699,0.699999988079071,0.0,0.5849897265434265,1.0,,,,
0,2749,0.699999988079071,0.0,0.4853135645389557,1.0,,,,
0,2799,1.0,1.0,0.24431204795837402,0.0,,,,
0,2849,0.800000011920929,0.0,0.39833927154541016,0.0,,,,
0,2899,0.699999988079071,0.0,0.620339572429657,1.0,,,,
0,2949,0.8999999761581421,0.0,0.1862938404083252,1.0,,,,
0,2999,0.699999988079071,0.0,0.5936741828918457,3.0,,,,
0,3049,0.800000011920929,0.0,0.5039547681808472,2.0,,,,
0,3099,0.8999999761581421,0.0,0.42368435859680176,-1.0,,,,
0,3149,1.0,1.0,0.3428345024585724,0.0,,,,
0,3199,0.699999988079071,0.0,0.5803688764572144,3.0,,,,
0,3249,1.0,1.0,0.2521287500858307,2.0,,,,
0,3299,0.699999988079071,0.0,0.6275955438613892,1.0,,,,
0,3349,1.0,1.0,0.16483184695243835,0.0,,,,
0,3399,1.0,1.0,0.14785146713256836,12.0,,,,
0,3449,0.8999999761581421,0.0,0.2892882227897644,1.0,,,,
0,3499,0.800000011920929,0.0,0.46546411514282227,2.0,,,,
0,3549,0.699999988079071,0.0,0.41191405057907104,1.0,,,,
0,3599,0.800000011920929,0.0,0.39834004640579224,0.0,,,,
0,3649,1.0,1.0,0.23695969581604004,0.0,,,,
0,3699,1.0,1.0,0.30431774258613586,0.0,,,,
0,3749,0.800000011920929,0.0,0.4994484782218933,4.0,,,,
0,3799,0.5,0.0,0.8688562512397766,1.0,,,,
0,3849,0.800000011920929,0.0,0.32565754652023315,0.0,,,,
0,3899,0.699999988079071,0.0,0.5487899780273438,1.0,,,,
0,3949,1.0,1.0,0.2124299556016922,0.0,,,,
0,3999,0.800000011920929,0.0,0.2683674693107605,2.0,,,,
0,4049,1.0,1.0,0.1850641667842865,0.0,,,,
0,4099,0.800000011920929,0.0,0.5708701014518738,2.0,,,,
