epoch,step,test_acc,test_aon,test_mvc_s,train_acc,train_aon,train_loss,train_mvc_s,val_acc,val_aon,val_loss,val_mvc_s
0,49,,,,0.699999988079071,0.0,0.6282036900520325,1.0,,,,
0,99,,,,0.699999988079071,0.0,0.42650407552719116,1.0,,,,
0,149,,,,1.0,1.0,0.16297204792499542,0.0,,,,
0,199,,,,0.6000000238418579,0.0,0.4976627826690674,4.0,,,,
0,249,,,,0.699999988079071,0.0,0.6306205987930298,3.0,,,,
0,299,,,,1.0,1.0,0.35068026185035706,0.0,,,,
0,349,,,,0.8999999761581421,0.0,0.5241641998291016,1.0,,,,
0,399,,,,0.699999988079071,0.0,0.6093333959579468,1.0,,,,
0,449,,,,1.0,1.0,0.17623209953308105,0.0,,,,
0,499,,,,0.800000011920929,0.0,0.3320521414279938,0.0,,,,
0,549,,,,0.699999988079071,0.0,0.687747597694397,1.0,,,,
0,599,,,,0.800000011920929,0.0,0.4771677553653717,2.0,,,,
0,649,,,,1.0,1.0,0.2564243972301483,0.0,,,,
0,699,,,,0.699999988079071,0.0,0.7527546882629395,1.0,,,,
0,749,,,,0.8999999761581421,0.0,0.4095268249511719,1.0,,,,
0,799,,,,0.800000011920929,0.0,0.41713276505470276,2.0,,,,
0,849,,,,0.6000000238418579,0.0,0.5993614196777344,6.0,,,,
0,899,,,,0.8999999761581421,0.0,0.2933266758918762,1.0,,,,
0,949,,,,0.800000011920929,0.0,0.4619483947753906,0.0,,,,
0,999,,,,0.699999988079071,0.0,0.4312729835510254,1.0,,,,
0,1049,,,,0.800000011920929,0.0,0.30784064531326294,7.0,,,,
0,1099,,,,0.800000011920929,0.0,0.49426549673080444,3.0,,,,
0,1149,,,,1.0,1.0,0.1995408535003662,0.0,,,,
0,1199,,,,1.0,1.0,0.18150897324085236,2.0,,,,
0,1249,,,,0.8999999761581421,0.0,0.4035075604915619,7.0,,,,
0,1299,,,,0.6000000238418579,0.0,0.781282901763916,4.0,,,,
0,1349,,,,1.0,1.0,0.22530432045459747,6.0,,,,
0,1399,,,,0.8999999761581421,0.0,0.7608129382133484,0.0,,,,
0,1449,,,,0.699999988079071,0.0,0.40699854493141174,1.0,,,,
0,1499,,,,0.800000011920929,0.0,0.5862805247306824,0.0,,,,
0,1549,,,,0.800000011920929,0.0,0.4817967414855957,0.0,,,,
0,1599,,,,0.699999988079071,0.0,0.5583664178848267,3.0,,,,
0,1649,,,,0.800000011920929,0.0,0.4440140724182129,2.0,,,,
0,1699,,,,0.800000011920929,0.0,0.49651026725769043,8.0,,,,
0,1749,,,,0.800000011920929,0.0,0.5821425318717957,0.0,,,,
0,1799,,,,0.699999988079071,0.0,0.5482012629508972,11.0,,,,
0,1849,,,,1.0,1.0,0.3045979142189026,0.0,,,,
0,1899,,,,0.8999999761581421,0.0,0.2397119253873825,1.0,,,,
0,1949,,,,0.699999988079071,0.0,0.6059633493423462,3.0,,,,
0,1999,,,,1.0,1.0,0.1659257709980011,0.0,,,,
0,2049,,,,0.8999999761581421,0.0,0.3832305371761322,1.0,,,,
0,2099,,,,0.800000011920929,0.0,0.4397066533565521,2.0,,,,
0,2149,,,,0.5,0.0,1.0757701396942139,3.0,,,,
0,2199,,,,0.699999988079071,0.0,0.5294182300567627,1.0,,,,
0,2249,,,,0.8999999761581421,0.0,0.25548234581947327,1.0,,,,
0,2299,,,,0.8999999761581421,0.0,0.29627346992492676,1.0,,,,
0,2349,,,,0.8999999761581421,0.0,0.3606448471546173,1.0,,,,
0,2399,,,,0.699999988079071,0.0,0.6506832242012024,1.0,,,,
0,2449,,,,0.8999999761581421,0.0,0.3305744230747223,9.0,,,,
0,2499,,,,0.8999999761581421,0.0,0.17351534962654114,1.0,,,,
0,2549,,,,0.699999988079071,0.0,0.43127697706222534,17.0,,,,
0,2599,,,,0.800000011920929,0.0,0.43284526467323303,4.0,,,,
0,2649,,,,0.699999988079071,0.0,0.5026931762695312,3.0,,,,
0,2699,,,,0.800000011920929,0.0,0.29915064573287964,2.0,,,,
0,2749,,,,0.800000011920929,0.0,0.45545363426208496,0.0,,,,
0,2799,,,,0.800000011920929,0.0,0.33785760402679443,2.0,,,,
0,2849,,,,0.800000011920929,0.0,0.47276607155799866,0.0,,,,
0,2899,,,,0.6000000238418579,0.0,0.7957904934883118,2.0,,,,
0,2949,,,,0.8999999761581421,0.0,0.23038868606090546,1.0,,,,
0,2999,,,,0.6000000238418579,0.0,0.6466355919837952,0.0,,,,
0,3049,,,,1.0,1.0,0.12632670998573303,0.0,,,,
0,3099,,,,0.699999988079071,0.0,0.46425992250442505,1.0,,,,
0,3149,,,,0.8999999761581421,0.0,0.3328781723976135,1.0,,,,
0,3199,,,,0.8999999761581421,0.0,0.285513699054718,1.0,,,,
0,3249,,,,1.0,1.0,0.2024935781955719,0.0,,,,
0,3299,,,,0.800000011920929,0.0,0.623751163482666,2.0,,,,
0,3349,,,,0.699999988079071,0.0,0.545409619808197,1.0,,,,
0,3399,,,,0.8999999761581421,0.0,0.2865116596221924,13.0,,,,
0,3449,,,,0.699999988079071,0.0,0.4647136628627777,1.0,,,,
0,3499,,,,0.8999999761581421,0.0,0.2442915439605713,3.0,,,,
0,3549,,,,0.800000011920929,0.0,0.6394318342208862,12.0,,,,
0,3599,,,,0.5,0.0,0.7173002362251282,15.0,,,,
0,3649,,,,0.8999999761581421,0.0,0.28072303533554077,15.0,,,,
0,3699,,,,0.8999999761581421,0.0,0.28278398513793945,15.0,,,,
0,3749,,,,1.0,1.0,0.1893816441297531,0.0,,,,
0,3799,,,,0.800000011920929,0.0,0.4170902371406555,10.0,,,,
0,3849,,,,0.8999999761581421,0.0,0.2676262855529785,15.0,,,,
0,3899,,,,0.6000000238418579,0.0,0.6028152704238892,2.0,,,,
0,3949,,,,0.6000000238418579,0.0,0.7710563540458679,2.0,,,,
0,3999,,,,0.800000011920929,0.0,0.4699516296386719,2.0,,,,
0,4049,,,,0.800000011920929,0.0,0.5817162394523621,2.0,,,,
0,4099,,,,1.0,1.0,0.15348775684833527,0.0,,,,
0,4149,,,,0.800000011920929,0.0,0.25961971282958984,0.0,,,,
0,4199,,,,0.8999999761581421,0.0,0.26284366846084595,1.0,,,,
