epoch,step,test_acc,test_aon,test_mvc_s,train_acc,train_aon,train_loss,train_mvc_s,val_acc,val_aon,val_loss,val_mvc_s
0,49,,,,0.8999999761581421,0.0,0.25890496373176575,0.15000000596046448,,,,
0,99,,,,0.800000011920929,0.0,0.47094282507896423,0.10000000149011612,,,,
0,149,,,,0.800000011920929,0.0,0.6884515881538391,0.10000000149011612,,,,
0,199,,,,0.800000011920929,0.0,0.49104613065719604,0.0,,,,
0,249,,,,0.699999988079071,0.0,0.5640692710876465,0.05000000074505806,,,,
0,299,,,,0.699999988079071,0.0,0.5753117799758911,0.05000000074505806,,,,
0,349,,,,0.800000011920929,0.0,0.5009645223617554,0.10000000149011612,,,,
0,399,,,,0.800000011920929,0.0,0.28132718801498413,0.5,,,,
0,449,,,,0.8999999761581421,0.0,0.3485519289970398,0.3499999940395355,,,,
0,499,,,,0.800000011920929,0.0,0.5547773241996765,0.0,,,,
0,549,,,,0.800000011920929,0.0,0.46293193101882935,0.20000000298023224,,,,
0,599,,,,0.8999999761581421,0.0,0.3101431727409363,0.05000000074505806,,,,
0,649,,,,0.8999999761581421,0.0,0.286144495010376,0.05000000074505806,,,,
0,699,,,,0.6000000238418579,0.0,0.7311245203018188,0.10000000149011612,,,,
0,749,,,,0.800000011920929,0.0,0.3802497982978821,0.6000000238418579,,,,
0,799,,,,0.699999988079071,0.0,0.7741544246673584,0.10000000149011612,,,,
0,849,,,,1.0,1.0,0.2499425858259201,0.0,,,,
0,899,,,,0.699999988079071,0.0,0.509648323059082,0.05000000074505806,,,,
0,949,,,,1.0,1.0,0.19721360504627228,0.0,,,,
0,999,,,,0.8999999761581421,0.0,0.32352444529533386,0.05000000074505806,,,,
0,1049,,,,1.0,1.0,0.16516593098640442,0.800000011920929,,,,
0,1099,,,,0.800000011920929,0.0,0.4971725344657898,0.20000000298023224,,,,
0,1149,,,,0.6000000238418579,0.0,0.48149627447128296,0.10000000149011612,,,,
0,1199,,,,0.8999999761581421,0.0,0.21364733576774597,0.05000000074505806,,,,
0,1249,,,,1.0,1.0,0.34737473726272583,0.10000000149011612,,,,
0,1299,,,,0.800000011920929,0.0,0.40256232023239136,0.4000000059604645,,,,
0,1349,,,,0.8999999761581421,0.0,0.41814565658569336,0.05000000074505806,,,,
0,1399,,,,0.800000011920929,0.0,0.4564898908138275,0.20000000298023224,,,,
0,1449,,,,1.0,1.0,0.2173382043838501,0.0,,,,
0,1499,,,,1.0,1.0,0.2576662003993988,0.0,,,,
0,1549,,,,0.8999999761581421,0.0,0.3556574285030365,0.05000000074505806,,,,
0,1599,,,,1.0,1.0,0.28198719024658203,0.0,,,,
0,1649,,,,1.0,1.0,0.2595042884349823,0.0,,,,
0,1699,,,,0.8999999761581421,0.0,0.36529475450515747,0.15000000596046448,,,,
0,1749,,,,0.8999999761581421,0.0,0.23784992098808289,0.05000000074505806,,,,
0,1799,,,,0.8999999761581421,0.0,0.22109141945838928,0.75,,,,
0,1849,,,,0.800000011920929,0.0,0.37346598505973816,0.10000000149011612,,,,
0,1899,,,,0.699999988079071,0.0,0.6157746315002441,0.15000000596046448,,,,
0,1949,,,,0.800000011920929,0.0,0.3713807165622711,0.10000000149011612,,,,
0,1999,,,,0.6000000238418579,0.0,0.5014188885688782,0.20000000298023224,,,,
0,2049,,,,0.800000011920929,0.0,0.5146338939666748,0.10000000149011612,,,,
0,2099,,,,0.699999988079071,0.0,0.45553523302078247,0.15000000596046448,,,,
0,2149,,,,0.699999988079071,0.0,0.29576581716537476,0.05000000074505806,,,,
0,2199,,,,1.0,1.0,0.20460335910320282,0.0,,,,
0,2249,,,,0.8999999761581421,0.0,0.21837516129016876,0.05000000074505806,,,,
0,2299,,,,0.800000011920929,0.0,0.43456369638442993,0.10000000149011612,,,,
0,2349,,,,0.6000000238418579,0.0,0.7001489400863647,0.10000000149011612,,,,
0,2399,,,,0.5,0.0,0.6898296475410461,0.05000000074505806,,,,
0,2449,,,,0.699999988079071,0.0,0.4879811704158783,0.15000000596046448,,,,
0,2499,,,,0.8999999761581421,0.0,0.27446240186691284,0.3499999940395355,,,,
0,2549,,,,0.699999988079071,0.0,0.6195759177207947,0.05000000074505806,,,,
0,2599,,,,0.800000011920929,0.0,0.48318395018577576,0.0,,,,
0,2649,,,,0.800000011920929,0.0,0.4252963960170746,0.30000001192092896,,,,
0,2699,,,,0.699999988079071,0.0,0.6256759762763977,0.05000000074505806,,,,
0,2749,,,,0.6000000238418579,0.0,0.7096894383430481,0.0,,,,
0,2799,,,,0.8999999761581421,0.0,0.2752990424633026,0.05000000074505806,,,,
0,2849,,,,1.0,1.0,0.039440665394067764,0.0,,,,
0,2899,,,,0.6000000238418579,0.0,0.6878617405891418,0.10000000149011612,,,,
0,2949,,,,0.8999999761581421,0.0,0.3117339015007019,0.05000000074505806,,,,
0,2999,,,,0.8999999761581421,0.0,0.35701003670692444,0.05000000074505806,,,,
0,3049,,,,0.699999988079071,0.0,0.813450038433075,-0.05000000074505806,,,,
0,3099,,,,1.0,1.0,0.1898464858531952,0.4000000059604645,,,,
0,3149,,,,0.800000011920929,0.0,0.39081278443336487,0.10000000149011612,,,,
0,3199,,,,0.8999999761581421,0.0,0.3654826283454895,0.05000000074505806,,,,
0,3249,,,,0.800000011920929,0.0,0.40119418501853943,0.4000000059604645,,,,
0,3299,,,,0.800000011920929,0.0,0.41596823930740356,0.5,,,,
0,3349,,,,0.699999988079071,0.0,0.6450151205062866,-0.05000000074505806,,,,
0,3399,,,,0.699999988079071,0.0,0.4762154221534729,0.44999998807907104,,,,
0,3449,,,,0.30000001192092896,0.0,0.8821508288383484,0.05000000074505806,,,,
0,3499,,,,0.8999999761581421,0.0,0.24647334218025208,0.6499999761581421,,,,
0,3549,,,,1.0,1.0,0.2126656025648117,0.0,,,,
0,3599,,,,0.800000011920929,0.0,0.4375837445259094,0.0,,,,
0,3649,,,,0.8999999761581421,0.0,0.23383235931396484,0.05000000074505806,,,,
0,3699,,,,0.800000011920929,0.0,0.49459147453308105,0.10000000149011612,,,,
0,3749,,,,0.800000011920929,0.0,0.6566404104232788,0.0,,,,
0,3799,,,,0.6000000238418579,0.0,0.5293260812759399,0.10000000149011612,,,,
0,3849,,,,1.0,1.0,0.2425326406955719,0.30000001192092896,,,,
0,3899,,,,0.699999988079071,0.0,0.9145294427871704,0.10000000149011612,,,,
0,3949,,,,0.8999999761581421,0.0,0.447758287191391,0.05000000074505806,,,,
0,3999,,,,0.6000000238418579,0.0,0.6119891405105591,0.6000000238418579,,,,
0,4049,,,,0.6000000238418579,0.0,0.5124661922454834,0.10000000149011612,,,,
0,4099,,,,0.8999999761581421,0.0,0.23233377933502197,0.75,,,,
0,4149,,,,0.699999988079071,0.0,0.4647181034088135,0.05000000074505806,,,,
0,4199,,,,0.8999999761581421,0.0,0.33396339416503906,0.05000000074505806,,,,
0,4249,,,,0.5,0.0,0.7108780741691589,0.25,,,,
0,4299,,,,0.699999988079071,0.0,0.30775198340415955,0.05000000074505806,,,,
0,4349,,,,0.8999999761581421,0.0,0.4305351674556732,0.05000000074505806,,,,
0,4399,,,,1.0,1.0,0.1427922546863556,0.0,,,,
0,4449,,,,0.800000011920929,0.0,0.41740864515304565,0.10000000149011612,,,,
0,4499,,,,0.699999988079071,0.0,0.41246551275253296,0.44999998807907104,,,,
0,4549,,,,0.800000011920929,0.0,0.44483262300491333,0.0,,,,
0,4599,,,,0.699999988079071,0.0,0.5253859162330627,0.05000000074505806,,,,
0,4649,,,,0.4000000059604645,0.0,1.1232893466949463,0.0,,,,
0,4699,,,,0.800000011920929,0.0,0.36712414026260376,0.10000000149011612,,,,
0,4749,,,,1.0,1.0,0.20801110565662384,0.0,,,,
0,4799,,,,0.800000011920929,0.0,0.434814989566803,0.20000000298023224,,,,
0,4849,,,,1.0,1.0,0.3555223345756531,0.0,,,,
0,4899,,,,0.8999999761581421,0.0,0.23697876930236816,0.05000000074505806,,,,
0,4949,,,,0.699999988079071,0.0,0.47264474630355835,0.15000000596046448,,,,
0,4999,,,,0.800000011920929,0.0,0.527203381061554,0.0,,,,
0,5049,,,,0.699999988079071,0.0,0.5659874677658081,0.6499999761581421,,,,
0,5099,,,,0.6000000238418579,0.0,0.621722400188446,0.10000000149011612,,,,
0,5149,,,,0.800000011920929,0.0,0.416534960269928,0.0,,,,
0,5199,,,,0.800000011920929,0.0,0.5590255856513977,0.0,,,,
0,5249,,,,0.6000000238418579,0.0,0.5632330179214478,0.0,,,,
0,5299,,,,0.800000011920929,0.0,0.38758039474487305,0.5,,,,
0,5349,,,,0.5,0.0,0.7524350881576538,-0.05000000074505806,,,,
0,5399,,,,0.800000011920929,0.0,0.5591791272163391,0.0,,,,
0,5449,,,,0.699999988079071,0.0,0.5178375840187073,0.15000000596046448,,,,
0,5499,,,,0.8999999761581421,0.0,0.28984522819519043,0.05000000074505806,,,,
0,5549,,,,0.6000000238418579,0.0,0.720540463924408,0.10000000149011612,,,,
0,5599,,,,0.8999999761581421,0.0,0.35380515456199646,0.44999998807907104,,,,
0,5649,,,,0.800000011920929,0.0,0.41393715143203735,0.10000000149011612,,,,
0,5699,,,,0.8999999761581421,0.0,0.30705949664115906,0.05000000074505806,,,,
0,5749,,,,0.800000011920929,0.0,0.5221386551856995,0.05000000074505806,,,,
0,5799,,,,0.6000000238418579,0.0,0.6520707011222839,0.5,,,,
0,5849,,,,0.800000011920929,0.0,0.4058193266391754,0.10000000149011612,,,,
