epoch,step,train_acc,train_aon,train_loss
0,49,0.6000000238418579,0.0,0.6208760142326355
0,99,0.8999999761581421,0.0,0.25482502579689026
0,149,1.0,1.0,0.1566329300403595
0,199,0.8999999761581421,0.0,0.2674265503883362
0,249,1.0,1.0,0.2842187285423279
0,299,0.699999988079071,0.0,0.3590993583202362
0,349,0.6000000238418579,0.0,0.45842522382736206
0,399,0.800000011920929,0.0,0.29822486639022827
0,449,0.800000011920929,0.0,0.38938188552856445
0,499,1.0,1.0,0.22077365219593048
0,549,0.5,0.0,0.8088803291320801
0,599,0.8999999761581421,0.0,0.40458860993385315
0,649,0.8999999761581421,0.0,0.29316219687461853
0,699,0.699999988079071,0.0,0.4112740457057953
0,749,1.0,1.0,0.2609690725803375
0,799,0.6000000238418579,0.0,0.6862268447875977
0,849,0.6000000238418579,0.0,0.48818331956863403
0,899,1.0,1.0,0.2778392732143402
0,949,1.0,1.0,0.2325940579175949
0,999,1.0,1.0,0.1924639642238617
0,1049,0.8999999761581421,0.0,0.2357497662305832
0,1099,0.800000011920929,0.0,0.2986754775047302
0,1149,0.4000000059604645,0.0,0.6493384838104248
0,1199,0.800000011920929,0.0,0.46777066588401794
0,1249,0.800000011920929,0.0,0.6147723197937012
0,1299,0.8999999761581421,0.0,0.2900139093399048
0,1349,1.0,1.0,0.24863271415233612
0,1399,0.800000011920929,0.0,0.40467482805252075
0,1449,0.800000011920929,0.0,0.41092076897621155
0,1499,0.6000000238418579,0.0,0.7009637951850891
0,1549,0.5,0.0,0.6359172463417053
0,1599,0.800000011920929,0.0,0.32670554518699646
0,1649,0.699999988079071,0.0,0.4110094904899597
0,1699,0.800000011920929,0.0,0.4373968541622162
0,1749,0.699999988079071,0.0,0.4761427044868469
0,1799,0.699999988079071,0.0,0.5546212196350098
0,1849,0.800000011920929,0.0,0.4465402662754059
0,1899,1.0,1.0,0.17483225464820862
0,1949,0.699999988079071,0.0,0.46437129378318787
0,1999,0.699999988079071,0.0,0.5047041773796082
0,2049,0.6000000238418579,0.0,0.6549884080886841
0,2099,0.8999999761581421,0.0,0.26296669244766235
0,2149,1.0,1.0,0.07922818511724472
0,2199,0.8999999761581421,0.0,0.26840662956237793
0,2249,0.800000011920929,0.0,0.4035457670688629
0,2299,0.699999988079071,0.0,0.6609405279159546
0,2349,1.0,1.0,0.2888307273387909
0,2399,0.699999988079071,0.0,0.6489351987838745
0,2449,0.800000011920929,0.0,0.32494330406188965
0,2499,0.800000011920929,0.0,0.36101213097572327
0,2549,1.0,1.0,0.2795289158821106
0,2599,0.800000011920929,0.0,0.4890429377555847
