epoch,step,train_acc,train_aon,train_loss,val_acc,val_aon,val_loss
0,49,0.800000011920929,0.0,0.4408009648323059,,,
0,99,1.0,1.0,0.09732099622488022,,,
0,149,0.800000011920929,0.0,0.5442143678665161,,,
0,199,0.800000011920929,0.0,0.6096835732460022,,,
0,249,1.0,1.0,0.25817179679870605,,,
0,299,0.800000011920929,0.0,0.3516683578491211,,,
0,349,0.8999999761581421,0.0,0.2610282301902771,,,
0,399,0.699999988079071,0.0,0.48706692457199097,,,
0,449,0.8999999761581421,0.0,0.23655791580677032,,,
0,499,0.8999999761581421,0.0,0.3554198145866394,,,
0,549,0.800000011920929,0.0,0.37150686979293823,,,
0,599,0.8999999761581421,0.0,0.33329838514328003,,,
0,649,0.8999999761581421,0.0,0.25676587224006653,,,
0,699,0.6000000238418579,0.0,0.5563309788703918,,,
0,749,0.800000011920929,0.0,0.39088478684425354,,,
0,799,0.8999999761581421,0.0,0.34946760535240173,,,
0,849,0.800000011920929,0.0,0.41257238388061523,,,
0,899,0.800000011920929,0.0,0.37504711747169495,,,
0,949,0.8999999761581421,0.0,0.3552195131778717,,,
0,999,0.699999988079071,0.0,0.6833274960517883,,,
0,1049,1.0,1.0,0.2637423574924469,,,
0,1099,1.0,1.0,0.14869871735572815,,,
0,1149,0.5,0.0,1.2186959981918335,,,
0,1199,0.800000011920929,0.0,0.53223717212677,,,
0,1249,0.6000000238418579,0.0,0.64423006772995,,,
0,1299,0.800000011920929,0.0,0.5100522041320801,,,
0,1349,0.800000011920929,0.0,0.43970829248428345,,,
0,1399,0.6000000238418579,0.0,0.7395961880683899,,,
0,1449,0.800000011920929,0.0,0.4416586458683014,,,
0,1499,0.800000011920929,0.0,0.211612731218338,,,
0,1549,0.699999988079071,0.0,0.3647473156452179,,,
0,1599,0.5,0.0,0.8487691879272461,,,
0,1649,0.800000011920929,0.0,0.28790298104286194,,,
0,1699,1.0,1.0,0.22965984046459198,,,
0,1749,0.6000000238418579,0.0,0.6980816125869751,,,
0,1799,1.0,1.0,0.18049736320972443,,,
0,1849,0.800000011920929,0.0,0.37433162331581116,,,
0,1899,1.0,1.0,0.297031432390213,,,
0,1949,0.800000011920929,0.0,0.40478476881980896,,,
0,1999,0.699999988079071,0.0,0.5778742432594299,,,
0,2049,0.800000011920929,0.0,0.4884265959262848,,,
0,2099,0.800000011920929,0.0,0.5184629559516907,,,
0,2149,0.8999999761581421,0.0,0.49578410387039185,,,
0,2199,0.699999988079071,0.0,0.614605724811554,,,
0,2249,0.699999988079071,0.0,0.6441773176193237,,,
0,2299,0.8999999761581421,0.0,0.35385948419570923,,,
0,2349,0.8999999761581421,0.0,0.392483651638031,,,
0,2399,0.8999999761581421,0.0,0.17436516284942627,,,
0,2449,0.800000011920929,0.0,0.3752703070640564,,,
0,2499,0.800000011920929,0.0,0.4293448328971863,,,
0,2549,0.800000011920929,0.0,0.4478920102119446,,,
0,2599,0.6000000238418579,0.0,0.710221529006958,,,
0,2649,0.800000011920929,0.0,0.3519989550113678,,,
0,2699,1.0,1.0,0.190675288438797,,,
0,2749,0.699999988079071,0.0,0.498805433511734,,,
0,2799,0.699999988079071,0.0,0.5239681005477905,,,
0,2849,0.8999999761581421,0.0,0.3274938762187958,,,
0,2899,0.699999988079071,0.0,0.6423071026802063,,,
0,2949,1.0,1.0,0.36526963114738464,,,
0,2999,0.800000011920929,0.0,0.4106977581977844,,,
0,3049,0.699999988079071,0.0,0.4538108706474304,,,
0,3099,1.0,1.0,0.29803404211997986,,,
0,3149,1.0,1.0,0.2645260691642761,,,
0,3199,0.8999999761581421,0.0,0.25108104944229126,,,
0,3249,0.800000011920929,0.0,0.7913253307342529,,,
0,3299,1.0,1.0,0.19753552973270416,,,
0,3349,0.6000000238418579,0.0,0.7774515151977539,,,
0,3399,0.6000000238418579,0.0,0.7640445828437805,,,
0,3449,0.699999988079071,0.0,0.5699030160903931,,,
0,3499,0.8999999761581421,0.0,0.3396837115287781,,,
0,3549,0.699999988079071,0.0,0.6045276522636414,,,
0,3599,1.0,1.0,0.27785760164260864,,,
0,3649,0.6000000238418579,0.0,0.7192919850349426,,,
0,3699,0.800000011920929,0.0,0.3632553219795227,,,
