epoch,step,test_acc,train_acc,train_loss,val_acc,val_loss
0,49,,0.5,0.62994384765625,,
0,99,,0.699999988079071,0.4008130133152008,,
0,149,,0.6000000238418579,0.6873939037322998,,
0,199,,0.800000011920929,0.40806278586387634,,
0,249,,0.699999988079071,0.5997639894485474,,
0,299,,0.800000011920929,0.2454575002193451,,
0,349,,0.6000000238418579,0.7582337260246277,,
0,399,,0.699999988079071,0.41009172797203064,,
0,449,,0.699999988079071,0.8374172449111938,,
0,499,,1.0,0.32217279076576233,,
0,549,,1.0,0.23170235753059387,,
0,599,,0.8999999761581421,0.5109657049179077,,
0,649,,0.800000011920929,0.4383890628814697,,
0,699,,0.800000011920929,0.4268484115600586,,
0,749,,0.8999999761581421,0.31924834847450256,,
0,799,,0.6000000238418579,0.8264642953872681,,
0,849,,0.699999988079071,0.38723012804985046,,
0,899,,1.0,0.19299650192260742,,
0,949,,0.699999988079071,0.624007523059845,,
0,999,,0.8999999761581421,0.22142454981803894,,
0,1049,,0.8999999761581421,0.2674298584461212,,
0,1099,,0.699999988079071,0.5981070399284363,,
0,1149,,0.800000011920929,0.4826419949531555,,
0,1199,,0.8999999761581421,0.3436329960823059,,
0,1249,,0.8999999761581421,0.2667312026023865,,
0,1299,,1.0,0.23181232810020447,,
0,1349,,0.6000000238418579,0.6146949529647827,,
0,1399,,0.8999999761581421,0.19060774147510529,,
0,1449,,0.800000011920929,0.5406447649002075,,
0,1499,,1.0,0.17289192974567413,,
0,1549,,0.699999988079071,0.6317912340164185,,
0,1599,,0.6000000238418579,0.41922563314437866,,
0,1649,,0.800000011920929,0.4722887873649597,,
0,1699,,0.699999988079071,0.5017021298408508,,
0,1749,,0.800000011920929,0.3862406015396118,,
0,1799,,0.800000011920929,0.4485662579536438,,
0,1849,,0.5,0.692421555519104,,
0,1899,,0.699999988079071,0.5668846964836121,,
0,1949,,0.8999999761581421,0.2813798785209656,,
0,1999,,0.6000000238418579,0.7426531910896301,,
0,2049,,0.5,0.7018724679946899,,
0,2099,,0.800000011920929,0.43555665016174316,,
0,2149,,1.0,0.2565954327583313,,
0,2199,,0.800000011920929,0.4935153126716614,,
0,2249,,0.800000011920929,0.3550797402858734,,
0,2299,,0.800000011920929,0.4680722653865814,,
0,2349,,0.6000000238418579,0.5640541315078735,,
0,2399,,0.699999988079071,0.47461533546447754,,
0,2449,,0.8999999761581421,0.2554086744785309,,
0,2499,,0.800000011920929,0.32541710138320923,,
0,2549,,0.800000011920929,0.3002736568450928,,
0,2599,,0.800000011920929,0.4686371684074402,,
0,2649,,0.5,0.6077739596366882,,
0,2699,,0.8999999761581421,0.3361622989177704,,
0,2749,,0.699999988079071,0.5396618247032166,,
0,2799,,1.0,0.16023673117160797,,
0,2849,,1.0,0.17702588438987732,,
0,2899,,0.800000011920929,0.60479736328125,,
0,2949,,0.8999999761581421,0.41182035207748413,,
0,2999,,0.5,0.7602993249893188,,
0,3049,,0.6000000238418579,0.6647589206695557,,
0,3099,,1.0,0.19575423002243042,,
0,3149,,0.8999999761581421,0.38090622425079346,,
0,3199,,0.800000011920929,0.32998359203338623,,
0,3249,,0.800000011920929,0.3947744071483612,,
0,3299,,0.8999999761581421,0.36120447516441345,,
0,3349,,0.6000000238418579,0.602875828742981,,
0,3399,,0.5,0.7296255826950073,,
0,3449,,0.800000011920929,0.32785764336586,,
0,3499,,0.8999999761581421,0.27782192826271057,,
0,3549,,1.0,0.24394181370735168,,
0,3599,,1.0,0.20460280776023865,,
0,3649,,0.800000011920929,0.48131290078163147,,
0,3699,,0.699999988079071,0.45359236001968384,,
0,3749,,0.6000000238418579,0.5966959595680237,,
0,3799,,0.699999988079071,0.43515825271606445,,
0,3849,,0.800000011920929,0.40670356154441833,,
0,3899,,0.699999988079071,0.6280434727668762,,
0,3949,,0.6000000238418579,0.6259661912918091,,
0,3999,,0.699999988079071,0.7058841586112976,,
0,4049,,0.8999999761581421,0.22069700062274933,,
0,4099,,0.800000011920929,0.29409459233283997,,
0,4149,,1.0,0.06041409820318222,,
