epoch,step,test_acc,train_acc,train_loss,val_acc,val_loss
0,49,,0.800000011920929,0.38182783126831055,,
0,99,,0.800000011920929,0.4308217167854309,,
0,149,,0.699999988079071,0.3885466456413269,,
0,199,,0.8999999761581421,0.21907910704612732,,
0,249,,0.8999999761581421,0.43937087059020996,,
0,299,,0.699999988079071,0.4541569650173187,,
0,349,,0.8999999761581421,0.5005121231079102,,
0,399,,0.800000011920929,0.3640038073062897,,
0,449,,1.0,0.23175020515918732,,
0,499,,0.8999999761581421,0.41347208619117737,,
0,549,,0.8999999761581421,0.3136851191520691,,
0,599,,0.6000000238418579,0.5715208649635315,,
0,649,,0.800000011920929,0.37381547689437866,,
0,699,,0.6000000238418579,0.6162115335464478,,
0,749,,0.5,0.7524423003196716,,
0,799,,0.8999999761581421,0.2547951638698578,,
0,849,,0.699999988079071,0.5899096727371216,,
0,899,,0.8999999761581421,0.44134148955345154,,
0,949,,1.0,0.225285142660141,,
0,999,,0.699999988079071,0.4566480219364166,,
0,1049,,0.800000011920929,0.2767166197299957,,
0,1099,,0.5,0.7089802026748657,,
0,1149,,0.800000011920929,0.39284831285476685,,
0,1199,,0.6000000238418579,0.788041889667511,,
0,1249,,0.800000011920929,0.414498895406723,,
0,1299,,0.8999999761581421,0.3097323477268219,,
0,1349,,0.800000011920929,0.43918222188949585,,
0,1399,,0.5,0.7488880753517151,,
0,1449,,0.8999999761581421,0.3212168216705322,,
0,1499,,0.800000011920929,0.5430945158004761,,
0,1549,,0.8999999761581421,0.33489754796028137,,
0,1599,,0.8999999761581421,0.19085149466991425,,
0,1649,,1.0,0.1826602965593338,,
0,1699,,0.6000000238418579,0.8743624687194824,,
0,1749,,0.699999988079071,0.4865648150444031,,
0,1799,,1.0,0.3271576762199402,,
0,1849,,0.6000000238418579,0.5937231779098511,,
0,1899,,0.800000011920929,0.34846946597099304,,
0,1949,,0.6000000238418579,0.6193994283676147,,
0,1999,,0.8999999761581421,0.34888729453086853,,
0,2049,,0.800000011920929,0.25627008080482483,,
0,2099,,0.8999999761581421,0.38575688004493713,,
0,2149,,0.8999999761581421,0.29754412174224854,,
0,2199,,0.699999988079071,0.5659618377685547,,
0,2249,,1.0,0.2263317108154297,,
0,2299,,0.800000011920929,0.39339479804039,,
0,2349,,0.699999988079071,0.4069403111934662,,
0,2399,,0.8999999761581421,0.35759177803993225,,
0,2449,,0.800000011920929,0.43383660912513733,,
0,2499,,0.699999988079071,0.3936128318309784,,
0,2549,,0.800000011920929,0.3191964030265808,,
0,2599,,1.0,0.21168164908885956,,
0,2649,,0.8999999761581421,0.4242447316646576,,
0,2699,,0.800000011920929,0.3197910487651825,,
0,2749,,0.800000011920929,0.40479403734207153,,
0,2799,,0.800000011920929,0.4083591401576996,,
0,2849,,0.800000011920929,0.3487657904624939,,
0,2899,,0.8999999761581421,0.28901779651641846,,
0,2949,,0.699999988079071,0.5395494699478149,,
0,2999,,0.699999988079071,0.5864200592041016,,
0,3049,,0.699999988079071,0.5574637055397034,,
0,3099,,0.8999999761581421,0.5098046064376831,,
0,3149,,1.0,0.15608827769756317,,
0,3199,,0.8999999761581421,0.2652483582496643,,
0,3249,,0.800000011920929,0.42054682970046997,,
0,3299,,0.8999999761581421,0.20485901832580566,,
0,3349,,0.699999988079071,0.4971049427986145,,
0,3399,,0.8999999761581421,0.3738343119621277,,
0,3449,,0.800000011920929,0.5358030200004578,,
0,3499,,0.6000000238418579,0.656171441078186,,
0,3549,,0.800000011920929,0.40668773651123047,,
0,3599,,0.800000011920929,0.3699661195278168,,
0,3649,,0.800000011920929,0.4930547773838043,,
0,3699,,0.699999988079071,0.5691336393356323,,
0,3749,,0.5,0.7646334767341614,,
0,3799,,0.8999999761581421,0.3826152980327606,,
0,3849,,0.8999999761581421,0.2698289453983307,,
0,3899,,1.0,0.17746855318546295,,
0,3949,,0.8999999761581421,0.2764173448085785,,
0,3999,,0.8999999761581421,0.29320162534713745,,
0,4049,,1.0,0.20854422450065613,,
0,4099,,1.0,0.22904708981513977,,
0,4149,,0.699999988079071,0.3962021470069885,,
0,4199,,0.800000011920929,0.47210797667503357,,
0,4249,,0.800000011920929,0.4816756844520569,,
0,4299,,0.800000011920929,0.4519384503364563,,
0,4349,,0.699999988079071,0.5095736384391785,,
0,4399,,1.0,0.2134140282869339,,
0,4449,,0.8999999761581421,0.23975515365600586,,
0,4499,,0.6000000238418579,0.6866434812545776,,
0,4549,,0.699999988079071,0.6923438310623169,,
0,4599,,0.6000000238418579,0.7933622598648071,,
0,4649,,0.699999988079071,0.4834385812282562,,
0,4699,,0.6000000238418579,0.8789413571357727,,
0,4749,,0.8999999761581421,0.380298912525177,,
0,4799,,0.800000011920929,0.28929510712623596,,
0,4849,,0.4000000059604645,0.817639946937561,,
0,4899,,0.6000000238418579,0.9706096649169922,,
0,4949,,0.699999988079071,0.5278474688529968,,
0,4999,,1.0,0.17984966933727264,,
0,5049,,0.8999999761581421,0.2779141366481781,,
0,5099,,0.699999988079071,0.35191160440444946,,
0,5149,,1.0,0.21306166052818298,,
0,5199,,0.6000000238418579,0.5577888488769531,,
0,5249,,0.800000011920929,0.4115491807460785,,
0,5299,,0.800000011920929,0.4225676655769348,,
0,5349,,1.0,0.2556529641151428,,
0,5399,,0.8999999761581421,0.2651900351047516,,
0,5449,,0.5,0.7038289904594421,,
0,5499,,0.800000011920929,0.37071317434310913,,
0,5549,,0.800000011920929,0.47956663370132446,,
0,5599,,0.699999988079071,0.44420990347862244,,
0,5649,,0.800000011920929,0.5191295146942139,,
0,5699,,1.0,0.13796332478523254,,
0,5749,,0.8999999761581421,0.2970159351825714,,
0,5799,,0.699999988079071,0.4231081008911133,,
0,5849,,0.699999988079071,0.6292681694030762,,
0,5899,,0.699999988079071,0.44128912687301636,,
0,5949,,0.6000000238418579,0.5874279141426086,,
0,5999,,0.6000000238418579,0.6385048031806946,,
0,6049,,0.699999988079071,0.46895235776901245,,
0,6099,,0.6000000238418579,0.48117703199386597,,
0,6149,,0.8999999761581421,0.30066704750061035,,
0,6199,,0.5,0.6488124132156372,,
0,6249,,0.8999999761581421,0.40022286772727966,,
0,6299,,0.800000011920929,0.44804447889328003,,
0,6349,,0.8999999761581421,0.22609634697437286,,
0,6399,,0.8999999761581421,0.3190248906612396,,
0,6449,,0.699999988079071,0.5329165458679199,,
0,6499,,0.800000011920929,0.624398946762085,,
0,6549,,1.0,0.24630609154701233,,
0,6599,,0.800000011920929,0.3105802536010742,,
0,6649,,0.8999999761581421,0.4090137481689453,,
0,6699,,1.0,0.08614915609359741,,
0,6749,,0.8999999761581421,0.4083605706691742,,
0,6799,,0.699999988079071,0.5152595639228821,,
0,6849,,0.8999999761581421,0.306307852268219,,
