epoch,step,test_acc,test_aon,train_acc,train_aon,train_loss,val_acc,val_aon,val_loss
0,49,,,0.699999988079071,0.0,0.47160863876342773,,,
0,99,,,0.8999999761581421,0.0,0.3294103741645813,,,
0,149,,,1.0,1.0,0.174786776304245,,,
0,199,,,0.800000011920929,0.0,0.460242360830307,,,
0,249,,,1.0,1.0,0.17143750190734863,,,
0,299,,,0.6000000238418579,0.0,0.6392852663993835,,,
0,349,,,0.5,0.0,0.730065107345581,,,
0,399,,,1.0,1.0,0.24963124096393585,,,
0,449,,,0.800000011920929,0.0,0.45663055777549744,,,
0,499,,,0.800000011920929,0.0,0.588350772857666,,,
0,549,,,0.8999999761581421,0.0,0.3864998519420624,,,
0,599,,,0.8999999761581421,0.0,0.3647990822792053,,,
0,649,,,0.8999999761581421,0.0,0.2007049322128296,,,
0,699,,,1.0,1.0,0.17339131236076355,,,
0,749,,,0.5,0.0,0.6227772235870361,,,
0,799,,,1.0,1.0,0.28197526931762695,,,
0,849,,,0.699999988079071,0.0,0.4168408513069153,,,
0,899,,,0.4000000059604645,0.0,0.8802703619003296,,,
0,949,,,0.699999988079071,0.0,0.4889889359474182,,,
0,999,,,0.8999999761581421,0.0,0.3480534851551056,,,
0,1049,,,0.699999988079071,0.0,0.9364204406738281,,,
0,1099,,,0.4000000059604645,0.0,0.9100455045700073,,,
0,1149,,,0.5,0.0,0.7115218043327332,,,
0,1199,,,0.8999999761581421,0.0,0.29606762528419495,,,
0,1249,,,0.6000000238418579,0.0,0.6540374159812927,,,
0,1299,,,0.800000011920929,0.0,0.3670502305030823,,,
0,1349,,,0.800000011920929,0.0,0.39733052253723145,,,
0,1399,,,0.8999999761581421,0.0,0.28702059388160706,,,
0,1449,,,0.4000000059604645,0.0,0.6308652758598328,,,
0,1499,,,0.8999999761581421,0.0,0.3622724413871765,,,
0,1549,,,0.6000000238418579,0.0,0.5387170910835266,,,
0,1599,,,0.699999988079071,0.0,0.4419046938419342,,,
0,1649,,,0.699999988079071,0.0,0.576069176197052,,,
0,1699,,,1.0,1.0,0.26425790786743164,,,
0,1749,,,0.6000000238418579,0.0,0.6132329106330872,,,
0,1799,,,1.0,1.0,0.12698733806610107,,,
0,1849,,,0.699999988079071,0.0,0.4438846707344055,,,
0,1899,,,0.6000000238418579,0.0,0.569464385509491,,,
0,1949,,,0.800000011920929,0.0,0.5742555856704712,,,
0,1999,,,0.800000011920929,0.0,0.48617124557495117,,,
0,2049,,,0.6000000238418579,0.0,0.9135538935661316,,,
0,2099,,,1.0,1.0,0.38067692518234253,,,
0,2149,,,0.8999999761581421,0.0,0.2747825086116791,,,
0,2199,,,0.699999988079071,0.0,0.5426247715950012,,,
0,2249,,,0.6000000238418579,0.0,0.8397424817085266,,,
0,2299,,,0.800000011920929,0.0,0.43075031042099,,,
0,2349,,,0.8999999761581421,0.0,0.23459160327911377,,,
0,2399,,,1.0,1.0,0.23844213783740997,,,
0,2449,,,0.699999988079071,0.0,0.4886114001274109,,,
0,2499,,,0.800000011920929,0.0,0.31613460183143616,,,
0,2549,,,0.699999988079071,0.0,0.6094590425491333,,,
0,2599,,,0.699999988079071,0.0,0.5489651560783386,,,
0,2649,,,0.800000011920929,0.0,0.4171540141105652,,,
0,2699,,,0.699999988079071,0.0,0.5607732534408569,,,
0,2749,,,0.8999999761581421,0.0,0.3156275153160095,,,
0,2799,,,1.0,1.0,0.15676119923591614,,,
0,2849,,,0.8999999761581421,0.0,0.2554146349430084,,,
0,2899,,,0.5,0.0,0.9677000045776367,,,
0,2949,,,0.8999999761581421,0.0,0.2987903952598572,,,
0,2999,,,0.6000000238418579,0.0,0.8252803683280945,,,
0,3049,,,0.6000000238418579,0.0,0.7578943967819214,,,
0,3099,,,0.800000011920929,0.0,0.28725817799568176,,,
0,3149,,,0.6000000238418579,0.0,0.6924020648002625,,,
0,3199,,,0.699999988079071,0.0,0.3357970118522644,,,
0,3249,,,0.800000011920929,0.0,0.6494396924972534,,,
0,3299,,,1.0,1.0,0.20801381766796112,,,
0,3349,,,0.8999999761581421,0.0,0.26307353377342224,,,
0,3399,,,0.8999999761581421,0.0,0.3099297285079956,,,
0,3449,,,0.5,0.0,0.5676738619804382,,,
0,3499,,,0.8999999761581421,0.0,0.21525511145591736,,,
0,3549,,,0.800000011920929,0.0,0.7049094438552856,,,
0,3599,,,0.8999999761581421,0.0,0.3052413761615753,,,
0,3649,,,0.5,0.0,0.775037944316864,,,
0,3699,,,0.5,0.0,0.7274548411369324,,,
0,3749,,,0.8999999761581421,0.0,0.36864790320396423,,,
0,3799,,,0.5,0.0,0.8699877858161926,,,
0,3849,,,0.8999999761581421,0.0,0.32239842414855957,,,
0,3899,,,0.800000011920929,0.0,0.4598010182380676,,,
0,3949,,,0.800000011920929,0.0,0.43636614084243774,,,
0,3999,,,0.5,0.0,0.7430755496025085,,,
0,4049,,,0.6000000238418579,0.0,0.5704989433288574,,,
0,4099,,,0.800000011920929,0.0,0.3340426981449127,,,
0,4149,,,0.699999988079071,0.0,0.45513439178466797,,,
0,4199,,,0.699999988079071,0.0,0.41923612356185913,,,
0,4249,,,0.800000011920929,0.0,0.5005879402160645,,,
