epoch,step,train_acc,train_aon,train_loss,train_mvc_s
0,49,0.6000000238418579,0.0,0.786203145980835,0.6000000238418579
0,99,0.8999999761581421,0.0,0.27561697363853455,0.05000000074505806
0,149,0.8999999761581421,0.0,0.24704580008983612,0.05000000074505806
0,199,0.5,0.0,0.7543312907218933,0.05000000074505806
0,249,0.699999988079071,0.0,0.5210657715797424,0.05000000074505806
0,299,0.800000011920929,0.0,0.26891469955444336,0.699999988079071
0,349,0.8999999761581421,0.0,0.38426315784454346,0.75
0,399,0.699999988079071,0.0,0.36662188172340393,0.05000000074505806
0,449,0.800000011920929,0.0,0.3746524751186371,0.0
0,499,0.699999988079071,0.0,0.5971794128417969,0.05000000074505806
0,549,0.8999999761581421,0.0,0.35273975133895874,0.05000000074505806
0,599,0.699999988079071,0.0,0.5679172873497009,0.25
0,649,0.6000000238418579,0.0,0.5848053097724915,0.10000000149011612
0,699,0.8999999761581421,0.0,0.4136057496070862,0.05000000074505806
0,749,0.5,0.0,0.5689483880996704,0.15000000596046448
0,799,1.0,1.0,0.24725277721881866,0.0
0,849,0.8999999761581421,0.0,0.29139310121536255,0.05000000074505806
0,899,0.699999988079071,0.0,0.522583544254303,0.550000011920929
0,949,0.800000011920929,0.0,0.6102155447006226,0.10000000149011612
0,999,0.800000011920929,0.0,0.4751536250114441,0.20000000298023224
0,1049,0.6000000238418579,0.0,0.9412459135055542,0.15000000596046448
0,1099,0.8999999761581421,0.0,0.3130054175853729,0.05000000074505806
0,1149,1.0,1.0,0.21398921310901642,0.0
0,1199,0.5,0.0,0.9240005612373352,0.3499999940395355
0,1249,0.699999988079071,0.0,0.436758816242218,0.05000000074505806
0,1299,0.8999999761581421,0.0,0.15547922253608704,0.05000000074505806
0,1349,0.800000011920929,0.0,0.425161749124527,0.10000000149011612
0,1399,0.800000011920929,0.0,0.34742841124534607,0.30000001192092896
0,1449,0.8999999761581421,0.0,0.29235368967056274,0.8500000238418579
0,1499,0.800000011920929,0.0,0.35910093784332275,0.4000000059604645
0,1549,0.8999999761581421,0.0,0.24835792183876038,0.15000000596046448
0,1599,0.8999999761581421,0.0,0.13355886936187744,0.05000000074505806
0,1649,1.0,1.0,0.19164793193340302,0.0
0,1699,0.8999999761581421,0.0,0.25186973810195923,0.05000000074505806
0,1749,1.0,1.0,0.30334433913230896,0.0
0,1799,0.6000000238418579,0.0,0.6047385334968567,0.10000000149011612
0,1849,0.699999988079071,0.0,0.5331113934516907,0.3499999940395355
0,1899,0.6000000238418579,0.0,0.6329758763313293,0.0
0,1949,0.8999999761581421,0.0,0.38765114545822144,0.05000000074505806
0,1999,0.4000000059604645,0.0,0.9415023922920227,0.10000000149011612
0,2049,0.699999988079071,0.0,0.7172525525093079,0.05000000074505806
0,2099,0.8999999761581421,0.0,0.2938190698623657,0.05000000074505806
0,2149,0.6000000238418579,0.0,0.5246857404708862,0.30000001192092896
0,2199,0.6000000238418579,0.0,0.7343026399612427,0.10000000149011612
0,2249,0.699999988079071,0.0,0.5041102170944214,0.6499999761581421
0,2299,0.699999988079071,0.0,0.45945557951927185,0.15000000596046448
0,2349,0.800000011920929,0.0,0.3706737160682678,0.0
0,2399,0.699999988079071,0.0,0.41330060362815857,0.550000011920929
0,2449,0.8999999761581421,0.0,0.4170776903629303,0.550000011920929
0,2499,0.5,0.0,0.7107627987861633,0.25
0,2549,0.8999999761581421,0.0,0.2911377549171448,0.05000000074505806
0,2599,0.6000000238418579,0.0,0.6286177039146423,0.30000001192092896
0,2649,0.8999999761581421,0.0,0.34971365332603455,0.05000000074505806
0,2699,0.800000011920929,0.0,0.5311598777770996,0.10000000149011612
0,2749,0.699999988079071,0.0,0.5767179727554321,0.05000000074505806
0,2799,0.699999988079071,0.0,0.5467122793197632,0.05000000074505806
0,2849,0.699999988079071,0.0,0.47847676277160645,0.05000000074505806
0,2899,0.8999999761581421,0.0,0.12900814414024353,0.05000000074505806
0,2949,0.8999999761581421,0.0,0.40929824113845825,0.05000000074505806
0,2999,0.8999999761581421,0.0,0.19328024983406067,0.05000000074505806
0,3049,1.0,1.0,0.1606123000383377,0.0
0,3099,0.800000011920929,0.0,0.3527604639530182,0.20000000298023224
0,3149,0.4000000059604645,0.0,1.561675786972046,0.10000000149011612
0,3199,0.800000011920929,0.0,0.4904755651950836,0.10000000149011612
0,3249,0.800000011920929,0.0,0.44988998770713806,0.0
0,3299,0.8999999761581421,0.0,0.36880815029144287,0.05000000074505806
0,3349,1.0,1.0,0.27334293723106384,0.5
0,3399,0.6000000238418579,0.0,0.5859441161155701,0.10000000149011612
0,3449,0.8999999761581421,0.0,0.25598740577697754,0.05000000074505806
0,3499,0.800000011920929,0.0,0.3226209878921509,0.10000000149011612
0,3549,0.800000011920929,0.0,0.28446710109710693,0.30000001192092896
0,3599,0.699999988079071,0.0,0.7218872904777527,0.05000000074505806
0,3649,1.0,1.0,0.17107775807380676,0.0
0,3699,0.8999999761581421,0.0,0.6816446781158447,0.0
0,3749,0.8999999761581421,0.0,0.32784193754196167,0.05000000074505806
0,3799,0.8999999761581421,0.0,0.36638814210891724,0.05000000074505806
0,3849,1.0,1.0,0.30286675691604614,0.0
0,3899,0.800000011920929,0.0,0.3977288007736206,0.10000000149011612
0,3949,0.699999988079071,0.0,0.4816117286682129,0.15000000596046448
0,3999,0.8999999761581421,0.0,0.375840425491333,0.05000000074505806
0,4049,0.800000011920929,0.0,0.5278974771499634,0.0
0,4099,0.5,0.0,0.8055645227432251,0.05000000074505806
0,4149,0.699999988079071,0.0,0.45682698488235474,0.6499999761581421
0,4199,0.8999999761581421,0.0,0.2739256024360657,0.05000000074505806
